,Player,Age,Nat.,Left,Fee,,,,,,
,New England,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,"Marquinhos                            
        Right Winger",,Marquinhos,Right Winger,19,NA,"São Paulo        
    
            Série A",NA,São Paulo,Série A,€3.50m
,Marquinhos,,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Right Winger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,São Paulo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Série A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,"Folarin Balogun                            
        Centre-Forward",,Folarin Balogun,Centre-Forward,20,NA,"Arsenal U21        
    
            Premier League 2",NA,Arsenal U21,Premier League 2,-
,Folarin Balogun,,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Centre-Forward,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Arsenal U21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Premier League 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,"Karl Hein                            
        Goalkeeper",,Karl Hein,Goalkeeper,20,NA,"Arsenal U21        
    
            Premier League 2",NA,Arsenal U21,Premier League 2,-
,Karl Hein,,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Goalkeeper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Arsenal U21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Premier League 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,"William Saliba                            
        Centre-Back",,William Saliba,Centre-Back,21,NA,"Marseille        
    
            Ligue 1",NA,Marseille,Ligue 1,"End of loanJun 30, 2022"
,William Saliba,,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Centre-Back,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Marseille,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Ligue 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,"Mattéo Guendouzi                            
        Central Midfield",,Mattéo Guendouzi,Central Midfield,23,NA,"Marseille        
    
            Ligue 1",NA,Marseille,Ligue 1,"End of loanJun 30, 2022"
,Mattéo Guendouzi,,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Central Midfield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Marseille,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Ligue 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,"Héctor Bellerín                            
        Right-Back",,Héctor Bellerín,Right-Back,27,NA,"Real Betis        
    
            LaLiga",NA,Real Betis,LaLiga,"End of loanJun 30, 2022"
,Héctor Bellerín,,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Right-Back,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Real Betis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,LaLiga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,"Lucas Torreira                            
        Defensive Midfield",,Lucas Torreira,Defensive Midfield,26,NA,"Fiorentina        
    
            Serie A",NA,Fiorentina,Serie A,"End of loanJun 30, 2022"
,Lucas Torreira,,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Defensive Midfield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Fiorentina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Serie A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,"Konstantinos Mavropanos                            
        Centre-Back",,Konstantinos Mavropanos,Centre-Back,24,NA,"VfB Stuttgart        
    
            Bundesliga",NA,VfB Stuttgart,Bundesliga,"End of loanJun 30, 2022"
,Konstantinos Mavropanos,,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Centre-Back,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,VfB Stuttgart,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Bundesliga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,"Albert Sambi Lokonga                            
        Central Midfield",,Albert Sambi Lokonga,Central Midfield,23,NA,"Crystal Palace        
    
            Premier League",NA,Crystal Palace,Premier League,"End of loanMay 31, 2023"
,Albert Sambi Lokonga,,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Central Midfield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Crystal Palace,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Premier League,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,"Marquinhos                            
        Right Winger",,Marquinhos,Right Winger,20,NA,"Norwich        
    
            Championship",NA,Norwich,Championship,"End of loanMay 31, 2023"
,Marquinhos,,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Right Winger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Norwich,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Championship,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,"Ainsley Maitland-Niles                            
        Right-Back",,Ainsley Maitland-Niles,Right-Back,24,NA,"AS Roma        
    
            Serie A",NA,AS Roma,Serie A,"End of loanJun 30, 2022"
,Ainsley Maitland-Niles,,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Right-Back,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AS Roma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Serie A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,"Auston Trusty                            
        Centre-Back",,Auston Trusty,Centre-Back,24,NA,"Birmingham        
    
            Championship",NA,Birmingham,Championship,"End of loanMay 31, 2023"
,Auston Trusty,,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Centre-Back,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Birmingham,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Championship,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,"Ainsley Maitland-Niles                            
        Right-Back",,Ainsley Maitland-Niles,Right-Back,25,NA,"Southampton        
    
            Premier League",NA,Southampton,Premier League,"End of loanMay 31, 2023"
,Ainsley Maitland-Niles,,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Right-Back,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Southampton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Premier League,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,"Reiss Nelson                            
        Right Winger",,Reiss Nelson,Right Winger,22,NA,"Feyenoord        
    
            Eredivisie",NA,Feyenoord,Eredivisie,"End of loanJun 30, 2022"
,Reiss Nelson,,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Right Winger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Feyenoord,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Eredivisie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,"Pablo Marí                            
        Centre-Back",,Pablo Marí,Centre-Back,28,NA,"Udinese Calcio        
    
            Serie A",NA,Udinese Calcio,Serie A,"End of loanJun 30, 2022"
,Pablo Marí,,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Centre-Back,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Udinese Calcio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Serie A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,"Auston Trusty                            
        Centre-Back",,Auston Trusty,Centre-Back,23,NA,"Colorado        
    
            MLS",NA,Colorado,MLS,"End of loanJul 14, 2022"
,Auston Trusty,,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Centre-Back,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,"Arthur Okonkwo                            
        Goalkeeper",,Arthur Okonkwo,Goalkeeper,21,NA,"Crewe Alexandra        
    
            League Two",NA,Crewe Alexandra,League Two,"End of loanJan 15, 2023"
,Arthur Okonkwo,,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Goalkeeper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Crewe Alexandra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,League Two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,"Rúnar Alex Rúnarsson                            
        Goalkeeper",,Rúnar Alex Rúnarsson,Goalkeeper,27,NA,"OH Leuven        
    
            Jupiler Pro League",NA,OH Leuven,Jupiler Pro League,"End of loanJun 30, 2022"
,Rúnar Alex Rúnarsson,,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Goalkeeper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OH Leuven,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Jupiler Pro League,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
