,Nicolas Pépé,,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Right Winger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OGC Nice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Ligue 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,"Nuno Tavares                            
        Left-Back",,Nuno Tavares,Left-Back,23,NA,"Marseille        
    
            Ligue 1",NA,Marseille,Ligue 1,"End of loanJun 30, 2023"
,Nuno Tavares,,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Left-Back,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Marseille,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Ligue 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,"Albert Sambi Lokonga                            
        Central Midfield",,Albert Sambi Lokonga,Central Midfield,24,NA,"Luton        
    
            Premier League",NA,Luton,Premier League,"End of loanMay 31, 2024"
,Albert Sambi Lokonga,,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Central Midfield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Luton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Premier League,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,"Marquinhos                            
        Right Winger",,Marquinhos,Right Winger,20,NA,"FC Nantes        
    
            Ligue 1",NA,FC Nantes,Ligue 1,"End of loanJan 12, 2024"
,Marquinhos,,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Right Winger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,FC Nantes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Ligue 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,"Pablo Marí                            
        Centre-Back",,Pablo Marí,Centre-Back,29,NA,"Monza        
    
            Serie A",NA,Monza,Serie A,"End of loanJun 30, 2023"
,Pablo Marí,,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Centre-Back,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Monza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Serie A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,"Cédric Soares                            
        Right-Back",,Cédric Soares,Right-Back,31,NA,"Fulham        
    
            Premier League",NA,Fulham,Premier League,"End of loanJun 30, 2023"
,Cédric Soares,,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Right-Back,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Fulham,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Premier League,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,"Arthur Okonkwo                            
        Goalkeeper",,Arthur Okonkwo,Goalkeeper,21,NA,"Sturm Graz        
    
            Bundesliga",NA,Sturm Graz,Bundesliga,"End of loanJun 30, 2023"
,Arthur Okonkwo,,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Goalkeeper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Sturm Graz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Bundesliga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,"Arthur Okonkwo                            
        Goalkeeper",,Arthur Okonkwo,Goalkeeper,22,NA,"Wrexham        
    
            League Two",NA,Wrexham,League Two,"End of loanMay 31, 2024"
,Arthur Okonkwo,,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Goalkeeper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Wrexham,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,League Two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,"Rúnar Alex Rúnarsson                            
        Goalkeeper",,Rúnar Alex Rúnarsson,Goalkeeper,28,NA,"Alanyaspor        
    
            Süper Lig",NA,Alanyaspor,Süper Lig,"End of loanJun 30, 2023"
,Rúnar Alex Rúnarsson,,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Goalkeeper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Alanyaspor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Süper Lig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,"Rúnar Alex Rúnarsson                            
        Goalkeeper",,Rúnar Alex Rúnarsson,Goalkeeper,28,NA,"Cardiff        
    
            Championship",NA,Cardiff,Championship,"End of loanJan 31, 2024"
,Rúnar Alex Rúnarsson,,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Goalkeeper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Cardiff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Championship,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
