,Central Midfield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Real Madrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,LaLiga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,"Cédric Soares                            
        Right-Back",,Cédric Soares,Right-Back,28,NA,"Southampton        
    
            Premier League",NA,Southampton,Premier League,loan transfer
,Cédric Soares,,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Right-Back,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Southampton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Premier League,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,"Reiss Nelson                            
        Right Winger",,Reiss Nelson,Right Winger,19,NA,"Arsenal U21        
    
            Premier League 2",NA,Arsenal U21,Premier League 2,-
,Reiss Nelson,,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Right Winger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Arsenal U21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Premier League 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,"Joe Willock                            
        Central Midfield",,Joe Willock,Central Midfield,19,NA,"Arsenal U21        
    
            Premier League 2",NA,Arsenal U21,Premier League 2,-
,Joe Willock,,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Central Midfield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Arsenal U21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Premier League 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,"Bukayo Saka                            
        Right Winger",,Bukayo Saka,Right Winger,17,NA,"Arsenal U21        
    
            Premier League 2",NA,Arsenal U21,Premier League 2,-
,Bukayo Saka,,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Right Winger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Arsenal U21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Premier League 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,"Eddie Nketiah                            
        Centre-Forward",,Eddie Nketiah,Centre-Forward,20,NA,"Leeds        
    
            Championship",NA,Leeds,Championship,"End of loanJan 2, 2020"
,Eddie Nketiah,,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Centre-Forward,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Leeds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Championship,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,"David Ospina                            
        Goalkeeper",,David Ospina,Goalkeeper,30,NA,"Napoli        
    
            Serie A",NA,Napoli,Serie A,"End of loanJun 30, 2019"
,David Ospina,,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Goalkeeper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Napoli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Serie A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,"Konstantinos Mavropanos                            
        Centre-Back",,Konstantinos Mavropanos,Centre-Back,22,NA,"1.FC Nuremberg        
    
            2. Bundesliga",NA,1.FC Nuremberg,2. Bundesliga,"End of loanJul 12, 2020"
,Konstantinos Mavropanos,,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Centre-Back,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1.FC Nuremberg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,2. Bundesliga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,"Takuma Asano                            
        Right Winger",,Takuma Asano,Right Winger,24,NA,"Hannover 96        
    
            2. Bundesliga",NA,Hannover 96,2. Bundesliga,"End of loanJun 30, 2019"
,Takuma Asano,,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Right Winger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Hannover 96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,2. Bundesliga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,"Dejan Iliev                            
        Goalkeeper",,Dejan Iliev,Goalkeeper,24,NA,"SKF Sered        
    
            Nike Liga",NA,SKF Sered,Nike Liga,"End of loanDec 31, 2019"
,Dejan Iliev,,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Goalkeeper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,SKF Sered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Nike Liga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
